Rk,Player,Nation,Pos,Team,Comp,Age,Born,Match,Starts,Min,Goals,Shots,SoT,Assists,CrdY,CrdR,TklW
2157,Umar Sadiq,NGA,FW,Almería,La Liga,26,1997,3,3,240,2,2.59,1.11,0,0.37,0,0
2158,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,26,1997,2,1,82,1,1.11,1.11,0,0,0,1.11
2159,Alexis Saelemaekers,BEL,FWDF,Milan,Serie A,23,1999,14,8,687,0,1.45,0.39,0.13,0.13,0,1.71
2160,Wesley Saïd,FRA,FWMF,Lens,Ligue 1,27,1995,17,6,597,5,3.64,1.36,0,0.3,0,0.15
2161,Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,25,1997,14,6,635,1,2.39,0.85,0.42,0.14,0,0.42
2162,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,24,1998,5,5,355,1,0.77,0.51,0.26,0,0,1.28
2163,Samuel Sáiz,ESP,MF,Girona,La Liga,32,1991,8,1,240,2,0.74,0.37,0,0.37,0,0.74
2164,Bukayo Saka,ENG,FW,Arsenal,Premier League,21,2001,21,21,1801,7,2.45,0.75,0.4,0.2,0,0.75
2165,Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,22,18,1567,1,1.61,0.46,0.11,0.06,0,1.26
2166,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,10,5,516,1,0.53,0.35,0,0.18,0,0.53
2167,Jacopo Sala,ITA,MF,Spezia,Serie A,31,1991,6,1,112,0,0,0,0,0.83,0,0
2168,Ibrahim Salah,BEL,MF,Rennes,Ligue 1,21,2001,1,0,7,0,0,0,0,0,0,0
2169,Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,20,20,1776,7,3.15,1.22,0.2,0,0,0.41
2170,Amine Salama,FRA,FWMF,Angers,Ligue 1,22,2000,20,10,998,3,1.8,0.72,0.09,0.09,0,0.63
2171,William Saliba,FRA,DF,Arsenal,Premier League,21,2001,21,21,1875,2,0.24,0.14,0.05,0.19,0,0.67
2172,Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,1,0,1,0,0,0,0,0,0,0
2173,Mohammed Salisu,GHA,DF,Southampton,Premier League,23,1999,21,21,1889,0,0.76,0.19,0.05,0.24,0,1.33
2174,Roland Sallai,HUN,MFFW,Freiburg,Bundesliga,25,1997,10,6,475,0,3.4,0.94,0,0.57,0,0.75
2175,Yoann Salmier,GUF,DF,Troyes,Ligue 1,30,1992,20,20,1697,1,0.53,0.16,0,0.21,0.05,0.69
2176,Salvi,ESP,FWMF,Rayo Vallecano,La Liga,31,1991,12,3,276,0,0.65,0.65,0,0.65,0,1.61
2177,Lazar Samardzic,GER,MF,Udinese,Serie A,20,2002,20,7,836,4,3.33,1.29,0.11,0,0,0.86
2178,Diadie Samassékou,MLI,MFFW,Hoffenheim,Bundesliga,27,1996,2,1,34,0,0,0,0,2.5,0,0
2179,Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,27,1995,20,19,1576,9,3.14,0.97,0.17,0.17,0.06,0.57
2180,Brice Samba,CGO,GK,Lens,Ligue 1,28,1994,22,22,1980,0,0,0,0,0.05,0,0
2181,Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,23,1999,6,2,198,0,0,0,0,0,0,0.45
2182,Albert Sambi Lokonga,BEL,MF,Crystal Palace,Premier League,23,1999,2,0,54,0,0,0,0,1.67,0,3.33
2183,Junior Sambia,FRA,DFMF,Salernitana,Serie A,26,1996,10,3,319,0,1.43,0.57,0,0.57,0,0.57
2184,Samuel,BRA,FWMF,Valencia,La Liga,23,1999,21,21,1781,2,2.73,1.06,0,0.15,0,1.21
2185,Fede San Emeterio,ESP,MF,Cádiz,La Liga,25,1997,17,13,972,0,0.28,0,0,0.46,0,0.56
2186,Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,17,12,1093,4,2.15,0.74,0.08,0.25,0,0.33
2187,Leandro Sanca,POR,FWMF,Spezia,Serie A,23,2000,4,0,32,0,0,0,0,0,0,2.5
2188,Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,21,19,1415,8,2.04,0.7,0,0.13,0,0.51
2189,Renato Sanches,POR,MF,Paris S-G,Ligue 1,25,1997,14,3,424,2,1.28,0.85,0,0,0,0
2190,Alexis Sánchez,CHI,FW,Marseille,Ligue 1,34,1988,20,17,1468,9,2.39,1.1,0.06,0.12,0,0.67
2191,Antonio Sánchez,ESP,MF,Mallorca,La Liga,26,1997,18,7,639,0,1.41,0.7,0,0.56,0,0.7
2192,Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,13,6,573,0,0.63,0.31,0,0.16,0,0.94
2193,Iván Sánchez,ESP,MFFW,Valladolid,La Liga,30,1992,15,9,708,0,1.52,0.63,0,0,0,0.89
2194,Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,17,17,1431,1,0.5,0.06,0,0.44,0,0.75
2195,Manuel Sánchez,ESP,DF,Osasuna,La Liga,22,2000,15,8,834,0,0.54,0.11,0.11,0,0,1.83
2196,Robert Sánchez,ESP,GK,Brighton,Premier League,25,1997,21,21,1890,0,0,0,0,0.05,0,0
2197,Jadon Sancho,ENG,FW,Manchester Utd,Premier League,22,2000,11,10,746,3,0.96,0.6,0.12,0,0,0.36
2198,Alex Sandro,BRA,DF,Juventus,Serie A,32,1991,17,13,1140,0,0.24,0,0.08,0.24,0.08,0.71
2199,Leroy Sané,GER,MFFW,Bayern Munich,Bundesliga,27,1996,18,13,1223,6,3.68,1.47,0.22,0.29,0,1.18
2200,Sidi Sané,GER,FW,Schalke 04,Bundesliga,19,2003,1,0,25,0,0,0,0,0,0,3.33
2201,Morgan Sanson,FRA,MF,Aston Villa,Premier League,28,1994,2,0,11,0,0,0,0,0,0,10
2202,Morgan Sanson,FRA,MF,Strasbourg,Ligue 1,28,1994,3,3,192,0,0.95,0,0.48,0,0,1.43
2203,Nicola Sansone,ITA,FW,Bologna,Serie A,31,1991,10,5,421,1,2.98,0.64,0,0.43,0,0.43
2204,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,10,9,776,1,1.05,0.58,0,0.23,0,1.51
2205,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,31,1991,17,7,728,2,2.84,0.99,0.25,0.37,0,0.25
2206,Pablo Sarabia,ESP,FW,Wolves,Premier League,30,1992,3,2,194,0,2.27,0,0,0,0,0.45
2207,Pablo Sarabia,ESP,FWMF,Paris S-G,Ligue 1,30,1992,14,3,370,0,1.46,0.49,0,0.24,0,0.98
2208,Muhammed Saracevic Cham,AUT,MF,Clermont Foot,Ligue 1,22,2000,23,14,1228,4,2.13,0.74,0.15,0.15,0,0.74
2209,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20,2002,7,1,165,0,2.78,1.11,0.56,0.56,0,1.67
2210,Amin Sarr,SWE,FWMF,Lyon,Ligue 1,21,2001,2,0,50,0,1.67,1.67,0,0,0,0
2211,Malang Sarr,FRA,DF,Monaco,Ligue 1,24,1999,9,4,356,0,0,0,0,0.5,0,0.5
2212,Martin Satriano,URU,FW,Empoli,Serie A,21,2001,20,16,1239,1,2.1,0.58,0.07,0.22,0,0.43
2213,Téji Savanier,FRA,MF,Montpellier,Ligue 1,31,1991,18,18,1559,7,1.79,0.69,0.06,0.17,0.06,1.33
2214,Esteban Saveljich,MNE,FW,Rayo Vallecano,La Liga,31,1991,1,0,1,0,0,0,0,0,0,0
2215,Stefan Savi?,MNE,DF,Atlético Madrid,La Liga,32,1991,13,13,1154,0,0,0,0,0.16,0.08,1.41
2216,Joe Scally,USA,DF,M'Gladbach,Bundesliga,20,2002,18,17,1514,0,0.3,0.06,0,0.06,0,0.83
2217,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,19,2003,18,15,1231,2,0.73,0.29,0,0.36,0,1.39
2218,Gianluca Scamacca,ITA,FW,West Ham,Premier League,24,1999,16,11,926,3,2.91,0.97,0,0.29,0,0.49
2219,Gustavo Scarpa,BRA,MFFW,Nott'ham Forest,Premier League,29,1994,4,2,160,0,3.33,0.56,0,0.56,0,0.56
2220,Kevin Schade,GER,FWMF,Brentford,Premier League,21,2001,3,0,27,0,0,0,0,3.33,0,0
2221,Kevin Schade,GER,FWMF,Freiburg,Bundesliga,21,2001,8,1,182,1,2,0.5,0,0,0,2
2222,András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,13,9,754,0,0.71,0.12,0,0,0,0.95
2223,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,31,1991,21,21,1873,1,1.54,0.43,0,0.19,0,0.48
2224,Derry Scherhant,GER,FW,Hertha BSC,Bundesliga,20,2002,5,1,145,0,1.88,0,0,0,0,1.25
2225,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,27,1996,11,10,858,2,2.95,1.26,0,0,0,0
2226,Kingsley Schindler,GER,DFMF,Köln,Bundesliga,29,1993,16,3,567,0,0,0,0,0.48,0,1.59
2227,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,25,1997,16,14,1264,1,0.29,0.07,0,0.14,0,1.29
2228,Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,25,1997,2,0,14,0,0,0,0,0,0,0
2229,Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,25,1997,4,3,287,1,0.94,0.31,0,0.31,0,1.25
2230,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,23,1999,20,20,1734,3,0.67,0.21,0.21,0.16,0,1.4
2231,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,30,1992,22,19,1630,1,0.88,0.33,0,0.28,0,1.66
2232,Kasper Schmeichel,DEN,GK,Nice,Ligue 1,36,1986,21,21,1890,0,0,0,0,0,0,0
2233,Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,23,2000,15,10,943,0,0.86,0,0.19,0.1,0,1.24
2234,Niklas Schmidt,GER,MF,Werder Bremen,Bundesliga,24,1998,12,4,502,1,1.61,0.54,0,0.18,0,0.89
2235,Benno Schmitz,GER,DF,Köln,Bundesliga,28,1994,18,17,1393,1,0.32,0.06,0,0.13,0,1.55
2236,Jerdy Schouten,NED,MF,Bologna,Serie A,26,1997,17,13,1158,0,0.31,0.08,0.08,0.16,0,1.16
2237,Perr Schuurs,NED,DF,Torino,Serie A,23,1999,16,15,1200,0,0.53,0.08,0.15,0.3,0,1.05
2238,Marvin Schwäbe,GER,GK,Köln,Bundesliga,27,1995,19,19,1710,0,0,0,0,0,0,0
2239,Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30,1992,17,17,1530,0,0.06,0,0,0.06,0,0
2240,Demba Seck,SEN,FWMF,Torino,Serie A,22,2001,10,5,361,0,1.75,0.5,0,0,0,0.5
2241,Haris Seferovi?,SUI,MF,Celta Vigo,La Liga,30,1992,1,0,27,0,0,0,0,0,0,0
2242,Jacopo Segre,ITA,DF,Torino,Serie A,25,1997,1,0,21,0,0,0,0,0,0,0
2243,Paul Seguin,GER,MF,Union Berlin,Bundesliga,27,1995,13,3,440,1,1.22,0.41,0.61,0.82,0,1.02
2244,Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22,2000,20,20,1753,0,0.26,0.05,0,0.31,0,1.18
2245,Davie Selke,GER,FW,Hertha BSC,Bundesliga,28,1995,13,3,282,1,1.61,0.97,0.32,0.32,0,0.32
2246,Davie Selke,GER,FW,Köln,Bundesliga,28,1995,4,1,122,0,0,0,0,0,0,0
2247,Matz Sels,BEL,GK,Strasbourg,Ligue 1,30,1992,22,22,1980,0,0,0,0,0.09,0,0.05
2248,Nélson Semedo,POR,DF,Wolves,Premier League,29,1993,20,15,1272,0,0.21,0,0.07,0.35,0.07,1.99
2249,Vivaldo Semedo,POR,FW,Udinese,Serie A,18,2005,1,0,1,0,0,0,0,0,0,0
2250,Antoine Semenyo,GHA,FWMF,Bournemouth,Premier League,23,2000,2,1,102,0,0.91,0,0,0,0,0
2251,Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,22,2001,1,0,9,0,0,0,0,0,0,0
2252,Marcos Senesi,ARG,DF,Bournemouth,Premier League,25,1997,18,17,1428,1,0.13,0.06,0,0.13,0,1.38
2253,Stefano Sensi,ITA,MF,Monza,Serie A,27,1995,14,12,966,2,1.21,0.56,0,0.47,0,2.24
2254,Jaime Seoane,ESP,MF,Getafe,La Liga,26,1997,11,2,287,0,0.63,0,0,0,0,1.25
2255,Luigi Sepe,ITA,GK,Salernitana,Serie A,31,1991,15,15,1350,0,0,0,0,0.2,0,0
2256,Suat Serdar,GER,MF,Hertha BSC,Bundesliga,25,1997,18,16,1264,4,1.29,0.36,0,0.29,0,1.21
2257,Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25,1997,17,15,1355,1,1.19,0.26,0.07,0.33,0,1.32
2258,Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22,2000,17,9,813,2,2,0.67,0,0.44,0,1.22
2259,Stephan El Shaarawy,ITA,DFMF,Roma,Serie A,30,1992,16,5,709,3,2.15,1.14,0,0.13,0,0.51
2260,Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,18,17,1503,1,0.36,0.18,0.06,0.24,0,0.9
2261,Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,30,1992,3,0,37,0,0,0,0,0,0,0
2262,Jonjo Shelvey,ENG,MF,Nott'ham Forest,Premier League,30,1992,1,0,35,0,0,0,0,0,0,0
2263,Eldor Shomurodov,UZB,FW,Spezia,Serie A,27,1995,2,2,165,0,1.67,0,0,0,0,0.56
2264,Eldor Shomurodov,UZB,FW,Roma,Serie A,27,1995,6,1,119,0,4.62,2.31,0,0,0,0
2265,Kaj Sierhuis,NED,FW,Reims,Ligue 1,24,1998,2,0,19,0,0,0,0,0,0,5
2266,Vincent Sierro,SUI,MFFW,Toulouse,Ligue 1,27,1995,3,0,41,0,0,0,0,0,0,2
2267,Kiliann Sildillia,FRA,DFMF,Freiburg,Bundesliga,20,2002,18,17,1445,0,0.5,0,0.12,0.25,0.06,0.93
2268,André Silva,POR,FW,RB Leipzig,Bundesliga,27,1995,20,14,1198,4,2.93,1.28,0.23,0.08,0,0.08
2269,Bernardo Silva,POR,MFFW,Manchester City,Premier League,28,1994,20,16,1410,2,1.08,0.32,0.32,0.13,0,0.89
2270,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,20,19,1712,1,0.47,0.32,0.37,0.16,0,1.68
2271,David Silva,ESP,MF,Real Sociedad,La Liga,37,1986,16,15,1115,1,1.21,0.65,0.16,0.16,0,0.89
2272,Rui Silva,POR,GK,Betis,La Liga,29,1994,18,18,1620,0,0,0,0,0.11,0,0.06
2273,Thiago Silva,BRA,DF,Chelsea,Premier League,38,1984,20,19,1794,0,0.5,0.05,0.1,0.05,0,0.95
2274,Marco Silvestri,ITA,GK,Udinese,Serie A,31,1991,21,21,1890,0,0,0,0,0,0,0.05
2275,Abdallah Sima,SEN,FW,Angers,Ligue 1,21,2001,18,10,931,2,2.33,0.49,0,0,0,0.49
2276,Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22,2000,12,11,824,1,0.76,0.22,0.11,0,0,0.87
2277,Giovanni Simeone,ARG,FW,Napoli,Serie A,27,1995,12,0,180,3,2.5,2,0,0.5,0,1
2278,Ellis Simms,ENG,FW,Everton,Premier League,22,2001,2,0,17,0,0,0,0,0,0,0
2279,Eduardo Simões,POR,DF,Hoffenheim,Bundesliga,20,2002,4,1,88,0,0,0,0,0,0,3
2280,Moses Simon,NGA,FWMF,Nantes,Ligue 1,27,1995,19,19,1565,5,1.32,0.34,0.11,0.17,0,0.52
2281,Unai Simón,ESP,GK,Athletic Club,La Liga,25,1997,21,21,1890,0,0,0,0,0.05,0,0
2282,Lassine Sinayoko,MLI,MFFW,Auxerre,Ligue 1,23,1999,21,14,1188,0,2.05,0.45,0.15,0.15,0.08,1.06
2283,Wilfried Singo,CIV,DF,Torino,Serie A,22,2000,16,11,1071,0,1.18,0.25,0.08,0.25,0,0.84
2284,Luis Sinisterra,COL,FW,Leeds United,Premier League,23,1999,12,8,537,2,2.17,0.83,0,0.5,0.17,1.5
2285,Daley Sinkgraven,NED,DFMF,Leverkusen,Bundesliga,27,1995,7,3,258,0,1.03,0.34,0.34,0.34,0,1.72
2286,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,34,1988,3,3,270,0,0,0,0,0.33,0,0
2287,Hugo Siquet,BEL,DF,Freiburg,Bundesliga,20,2002,2,0,17,0,0,0,0,0,0,10
2288,Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,25,1997,12,4,486,0,1.11,0,0,0,0,1.11
2289,Moussa Sissoko,FRA,MF,Nantes,Ligue 1,33,1989,15,13,1147,1,0.79,0.24,0,0.24,0,0.87
2290,Tim Skarke,GER,DFMF,Union Berlin,Bundesliga,26,1996,3,0,53,0,6.67,3.33,0,1.67,0,1.67
2291,Tim Skarke,GER,FWMF,Schalke 04,Bundesliga,26,1996,3,3,212,0,2.92,0.83,0,0,0,0.42
2292,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27,1995,18,18,1596,3,1.07,0.23,0.06,0.17,0,1.58
2293,Oliver Skipp,ENG,MF,Tottenham,Premier League,22,2000,8,3,198,0,0.45,0.45,0,0.91,0,0.91
2294,Leo Skiri Østigård,NOR,DF,Napoli,Serie A,23,1999,4,2,220,0,0.83,0,0,0.42,0,0
2295,?ukasz Skorupski,POL,GK,Bologna,Serie A,31,1991,21,21,1890,0,0,0,0,0.14,0,0.05
2296,Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26,1996,16,14,1051,3,2.91,0.85,0.17,0.09,0,0.77
2297,Milan kriniar,SVK,DF,Inter,Serie A,28,1995,20,19,1679,0,0.43,0.11,0,0.27,0.05,0.96
2298,Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,20,2002,2,0,23,0,3.33,0,0,0,0,0
2299,Islam Slimani,ALG,FW,Brest,Ligue 1,34,1988,16,11,986,1,1.27,0.18,0.09,0.45,0,0.27
2300,Chris Smalling,ENG,DF,Roma,Serie A,33,1989,22,21,1953,3,0.55,0.14,0,0.18,0,0.51
2301,Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,21,21,1805,0,0.15,0.05,0.05,0.35,0,1.04
2302,Emile Smith Rowe,ENG,MFFW,Arsenal,Premier League,22,2000,5,0,52,0,3.33,1.67,0,0,0,1.67
2303,Hrvoje Smol?i?,CRO,DF,Eint Frankfurt,Bundesliga,22,2000,7,2,291,0,0.31,0,0,0,0,1.88
2304,Cédric Soares,POR,DF,Arsenal,Premier League,31,1991,2,0,29,0,0,0,0,0,0,0
2305,Cédric Soares,POR,DF,Fulham,Premier League,31,1991,1,0,1,0,0,0,0,0,0,0
2306,Danilo Soares,BRA,DF,Bochum,Bundesliga,31,1991,14,14,1130,0,0.08,0,0,0.32,0,2.38
2307,Eduard Sobol,UKR,DFMF,Strasbourg,Ligue 1,27,1995,3,2,177,0,0.5,0,0,0,0,0.5
2308,Rubén Sobrino,ESP,FWMF,Cádiz,La Liga,30,1992,17,13,1178,1,1.3,0.61,0.08,0.38,0,0.69
2309,Alex Sola,ESP,DF,Real Sociedad,La Liga,23,1999,5,3,275,0,1.29,0.32,0,0.32,0,2.58
2310,Dominic Solanke,ENG,FWMF,Bournemouth,Premier League,25,1997,17,16,1431,3,2.26,1.01,0.19,0.06,0,0.25
2311,Augusto Solari,ARG,MFFW,Celta Vigo,La Liga,31,1992,8,2,194,0,0.91,0,0.45,0,0,2.27
2312,Ola Solbakken,NOR,MFFW,Roma,Serie A,24,1998,3,0,7,0,0,0,0,0,0,0
2313,Nikola Soldo,CRO,DF,Köln,Bundesliga,22,2001,6,5,503,0,1.07,0,0,0.18,0,1.07
2314,Carlos Soler,ESP,MF,Valencia,La Liga,26,1997,3,3,242,1,1.48,0.37,0,0,0,0
2315,Carlos Soler,ESP,MF,Paris S-G,Ligue 1,26,1997,15,9,727,2,0.86,0.49,0.25,0,0,0.74
2316,François-Joseph Sollacaro,FRA,GK,Ajaccio,Ligue 1,28,1994,3,3,270,0,0,0,0,0,0,0
2317,Manor Solomon,ISR,FW,Fulham,Premier League,23,1999,5,0,79,1,2.22,2.22,0,0,0,1.11
2318,Yann Sommer,SUI,GK,Bayern Munich,Bundesliga,34,1988,5,5,450,0,0,0,0,0.2,0,0
2319,Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,34,1988,10,10,900,0,0,0,0,0,0,0
2320,Brandon Soppy,FRA,DF,Udinese,Serie A,20,2002,1,1,90,0,2,1,0,1,0,1
2321,Brandon Soppy,FRA,DF,Atalanta,Serie A,20,2002,10,7,523,0,0.86,0.17,0.52,0.34,0,0.52
2322,David Soria,ESP,GK,Getafe,La Liga,29,1993,20,20,1800,0,0,0,0,0.05,0,0
2323,Roberto Soriano,ITA,FWMF,Bologna,Serie A,32,1991,20,11,1025,0,0.79,0.09,0.26,0.09,0,1.14
2324,Borna Sosa,CRO,DFMF,Stuttgart,Bundesliga,25,1998,14,11,987,0,0.82,0.27,0.55,0.36,0,0.82
2325,Joaquin Sosa,URU,DF,Bologna,Serie A,21,2002,5,2,250,0,0.71,0.36,0,0.71,0,0.36
2326,Florian Sotoca,FRA,MFFW,Lens,Ligue 1,32,1990,22,20,1788,6,2.76,0.9,0.3,0.15,0,0.6
2327,Riccardo Sottil,ITA,FW,Fiorentina,Serie A,23,1999,7,5,432,0,2.5,1.46,0.42,0.21,0,0
2328,Tomá Sou?ek,CZE,MF,West Ham,Premier League,27,1995,22,18,1655,1,1.03,0.33,0.05,0.05,0,1.41
2329,Matìas Soulé,ARG,MFDF,Juventus,Serie A,19,2003,9,2,238,0,1.92,1.15,0,0,0,1.15
2330,Moussa Soumano,FRA,MFFW,Ajaccio,Ligue 1,17,2005,2,0,37,1,5,2.5,0,0,0,0
2331,Adama Soumaoro,FRA,DF,Bologna,Serie A,30,1992,15,14,1232,0,0.15,0.07,0,0.36,0.07,0.66
2332,Boubakary Soumaré,FRA,MF,Leicester City,Premier League,23,1999,14,12,836,0,0.11,0,0,0.43,0,2.47
2333,Arnaud Souquet,FRA,DFFW,Montpellier,Ligue 1,31,1992,12,3,361,0,0.25,0,0,0.25,0,4
2334,Dyego Sousa,POR,FW,Almería,La Liga,33,1989,13,2,347,0,2.56,0.77,0.26,0.26,0,0.51
2335,Harry Souttar,AUS,DF,Leicester City,Premier League,24,1998,2,2,180,0,0,0,0.5,0.5,0,2
2336,Vinicius Souza,BRA,MF,Espanyol,La Liga,23,1999,18,18,1527,0,0.24,0.06,0,0.41,0.06,2.53
2337,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,26,1997,19,17,1529,2,0.76,0.24,0,0.24,0,0.94
2338,Çaðlar Söyüncü,TUR,DF,Leicester City,Premier League,26,1996,2,1,79,0,0,0,0,1.11,0,1.11
2339,Kevin Spadanuda,SUI,MFFW,Ajaccio,Ligue 1,26,1997,12,6,483,0,0.56,0,0,0.37,0,1.11
2340,Djed Spence,ENG,FWDF,Tottenham,Premier League,22,2000,4,0,7,0,10,0,0,0,0,0
2341,Djed Spence,ENG,DF,Rennes,Ligue 1,22,2000,1,1,83,0,1.11,0,0,0,0,0
2342,Stijn Spierings,NED,MF,Toulouse,Ligue 1,26,1996,22,22,1980,2,0.82,0.14,0,0.09,0,1.95
2343,Leonardo Spinazzola,ITA,DF,Roma,Serie A,29,1993,13,9,807,0,0.44,0.22,0.11,0,0,0.33
2344,Marco Sportiello,ITA,GK,Atalanta,Serie A,30,1992,7,6,623,0,0,0,0,0,0,0
2345,Jack Stacey,ENG,DF,Bournemouth,Premier League,26,1996,9,3,297,0,0.3,0,0,0.61,0,1.21
2346,Anton Stach,GER,MF,Mainz 05,Bundesliga,24,1998,18,13,1206,1,1.57,0.52,0.22,0.3,0,1.04
2347,Kostas Stafylidis,GRE,MFDF,Bochum,Bundesliga,29,1993,10,5,507,0,1.43,0,0.36,0.36,0,1.96
2348,Jens Stage,DEN,MF,Werder Bremen,Bundesliga,26,1996,19,9,842,1,0.64,0.32,0.11,0.11,0,0.96
2349,Josip Stanii?,CRO,DF,Bayern Munich,Bundesliga,22,2000,8,1,268,0,0,0,0,0,0,2
2350,Junior Stanislas,ENG,MF,Bournemouth,Premier League,33,1989,4,0,61,0,1.43,0,0,0,0,0
2351,Jay Stansfield,ENG,FW,Fulham,Premier League,20,2002,3,1,87,0,2,0,0,0,0,0
2352,Niklas Stark,GER,DF,Werder Bremen,Bundesliga,27,1995,15,11,1063,0,0.17,0.08,0,0.34,0,1.78
2353,Calvin Stengs,NED,FW,Nice,Ligue 1,24,1998,4,3,212,0,1.25,0.42,0,0,0,0.83
2354,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,26,1996,10,3,318,0,0.57,0,0.29,0,0,2.29
2355,Jack Stephens,ENG,DF,Southampton,Premier League,29,1994,2,0,46,0,0,0,0,0,0,4
2356,Jack Stephens,ENG,DF,Bournemouth,Premier League,29,1994,5,3,273,0,0,0,0,0.33,0,1.67
2357,Raheem Sterling,ENG,FWMF,Chelsea,Premier League,28,1994,16,14,1144,4,1.65,0.79,0.16,0.24,0,0.39
2358,Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,21,2001,13,3,418,0,0.65,0.22,0.22,0,0,1.74
2359,Lars Stindl,GER,FWMF,M'Gladbach,Bundesliga,34,1988,14,10,890,4,2.32,1.01,0.61,0.51,0,0.61
2360,Kevin Stöger,AUT,MF,Bochum,Bundesliga,29,1993,19,17,1549,1,1.69,0.23,0.06,0.06,0,1.1
2361,Petar Stojanovi?,SVN,DF,Empoli,Serie A,27,1995,18,13,1175,0,0.38,0.08,0.08,0.23,0,1.37
2362,John Stones,ENG,DF,Manchester City,Premier League,28,1994,14,13,1181,0,0.53,0.08,0.15,0.08,0,0.69
2363,Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,23,2000,16,12,1000,2,2.25,0.72,0.27,0.27,0,0.45
2364,Gabriel Strefezza,BRA,FWMF,Lecce,Serie A,25,1997,20,18,1429,7,2.2,0.88,0,0.19,0,1.07
2365,Dávid Strelec,SVK,FW,Spezia,Serie A,21,2001,7,1,169,0,1.58,0.53,0,0,0,1.05
2366,Pascal Struijk,NED,DF,Leeds United,Premier League,23,1999,20,20,1677,2,0.7,0.32,0.05,0.22,0,2.37
2367,Cristhian Stuani,URU,FW,Girona,La Liga,36,1986,16,5,652,5,2.64,1.53,0,0.69,0,0.28
2368,Damián Suárez,URU,DF,Getafe,La Liga,34,1988,13,12,900,1,0.2,0.1,0,0.2,0,1.7
2369,Denis Suárez,ESP,MF,Espanyol,La Liga,29,1994,1,0,31,0,0,0,0,0,0,0
2370,Mario Suárez,ESP,DFMF,Rayo Vallecano,La Liga,35,1987,1,0,6,0,0,0,0,0,0,0
2371,Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,25,1997,3,1,111,0,0,0,0,0,0,0
2372,Isaac Success,NGA,FW,Udinese,Serie A,27,1996,21,14,1278,0,1.62,0.14,0.28,0.21,0,0.21
2373,Niklas Süle,GER,DF,Dortmund,Bundesliga,27,1995,17,13,1148,1,1.09,0.39,0.16,0.08,0,0.63
2374,Ibrahim Sulemana,GHA,MF,Hellas Verona,Serie A,19,2003,11,3,357,0,2,0.75,0,0.75,0,1.75
2375,Kamaldeen Sulemana,GHA,FWMF,Southampton,Premier League,20,2002,2,1,135,0,4.67,0.67,0,0,0,0
2376,Kamaldeen Sulemana,GHA,FWMF,Rennes,Ligue 1,20,2002,14,2,326,1,3.61,0.83,0,0.28,0,0.83
2377,Crysencio Summerville,NED,FW,Leeds United,Premier League,21,2001,14,5,673,4,1.73,0.67,0.13,0.27,0,1.47
